experiment,runs,meanRewards,stdevRewards,meanRewardTrend,meanFiringRateHz,meanWeightDelta,plasticityRunRatio,meanPathLength
smoke-modified-current,1,0.0,0.0,0.0,4.924786666666667,-0.03884958655551607,1.0,46.549999999999315
